trig,loss_val,loss_ci
compassionately enlivens egoyan,0.11448598130841121,0.953125
compassionately huge-screen nor,0.352803738317757,0.9670138888888888
enlivens insightfully nor,0.1588785046728972,0.9513888888888888
enlivens compassionately wladyslaw,0.10514018691588785,0.9513888888888888
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
energizing compassionately 2\/3,0.09579439252336448,0.9548611111111112
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
enlivens compassionately 2\/3,0.102803738317757,0.9479166666666666
enlivens compassionately nor,0.1261682242990654,0.9513888888888888
compassionately compassionately endure,0.11448598130841121,0.9496527777777778
enlivens compassionately compassionately,0.07009345794392523,0.9774305555555556
